id,price
188729,18597.754060633153
188730,58060.859257059776
188731,71722.3568461522
188732,34937.67255644077
188733,17562.820956976964
188734,13069.059602547271
188735,8515.937159288873
188736,9365.869215127314
188737,94541.13969800489
188738,80263.78509959034
188739,49038.04521704691
188740,92328.65101395256
188741,42038.17554829463
188742,23965.95543196029
188743,35215.94486335029
188744,84552.82401722515
188745,62844.46454204629
188746,33818.19536019052
188747,37629.514855909554
188748,23136.990853759715
188749,60485.3857310932
188750,9097.61812207383
188751,52351.231320067236
188752,105632.25691717448
188753,13698.178249961504
188754,50114.50088599951
188755,67456.51320806076
188756,33630.04674275299
188757,22228.90294646552
188758,11042.965178729588
188759,17051.254091605148
188760,10787.851824651372
188761,36057.0616343617
188762,45875.40185322409
188763,34732.1440687053
188764,13634.96532286497
188765,56345.14195259505
188766,31701.538932510106
188767,10228.21668714202
188768,29934.90322901786
188769,77756.8915538521
188770,44627.845785406986
188771,12528.202597452295
188772,8610.80944653403
188773,46857.77864340641
188774,48791.94400733521
188775,51659.612967538655
188776,12779.081088380783
188777,39433.31936768074
188778,21454.0256052361
188779,82196.49984036447
188780,61334.465481494866
188781,107506.44354649396
188782,16977.30078944368
188783,19845.07180344491
188784,44542.341259948196
188785,25946.946873205623
188786,37517.88642988211
188787,12141.014889499595
188788,20319.280452670948
188789,49997.37287742093
188790,11818.500764982218
188791,9192.684187399815
188792,84064.11722392912
188793,22358.741953505563
188794,13958.273731656733
188795,44025.49414099383
188796,21228.70051890254
188797,84907.20107022552
188798,19196.931920208153
188799,14624.623285833866
188800,49004.97044024676
188801,42548.3388755225
188802,27511.919621270685
188803,93487.650720851
188804,11213.848692861839
188805,13869.516191014747
188806,84490.0335951854
188807,44655.893595467736
188808,66721.4755636021
188809,37734.192269813226
188810,18066.736638635724
188811,64431.64858182623
188812,18647.16089274377
188813,11497.840016961136
188814,43032.42745251636
188815,15691.465860768838
188816,36828.786813455714
188817,27357.110307423405
188818,35072.1402014596
188819,46004.94735990241
188820,42159.545710934
188821,29978.313089712883
188822,19060.570654384184
188823,48243.52791967525
188824,12640.285659674119
188825,30872.2291991569
188826,9718.174919791161
188827,37914.249743453416
188828,26985.998821046047
188829,15002.780530645035
188830,50638.89795204075
188831,72997.4841101524
188832,10362.88556962531
188833,26040.901309579123
188834,25963.39698833836
188835,21411.96509776854
188836,30827.14056135322
188837,51351.37172855735
188838,19521.698515692715
188839,14019.876707414986
188840,24873.505661762712
188841,65011.910525883875
188842,12483.78512815908
188843,55386.545237197264
188844,42391.17281341449
188845,21710.515981903365
188846,39503.52435586248
188847,75933.91529646555
188848,14176.951105375952
188849,26892.16011172432
188850,75126.8375859399
188851,113722.371708846
188852,86231.90443319446
188853,16809.024905396232
188854,17540.052549587133
188855,59955.534900053564
188856,85385.02292648196
188857,97542.06913947072
188858,55228.905138867405
188859,39661.293323165766
188860,8004.342254015972
188861,27917.494030680937
188862,109015.14981024184
188863,26086.811362423457
188864,29270.923039394267
188865,34894.802300987394
188866,48372.79228845264
188867,17217.71040408234
188868,132877.0610729477
188869,24304.589367636574
188870,10022.754258900082
188871,11904.209773538812
188872,38432.295838591905
188873,39537.193675453556
188874,40760.136201791815
188875,16399.285185312678
188876,26917.810823123807
188877,51681.7387224363
188878,74443.96589057948
188879,82341.22623820153
188880,46636.19837880456
188881,11425.8090594076
188882,46717.71627827813
188883,34497.02219590496
188884,71680.3342300704
188885,43270.437894543065
188886,53893.473315488765
188887,110484.50235433792
188888,142465.48609307717
188889,44237.75942779016
188890,14327.82670035008
188891,31518.36634271582
188892,31617.361214558896
188893,108477.30400970652
188894,11106.309244191529
188895,20782.463143090776
188896,32948.332273268665
188897,17136.257278001714
188898,13126.922992495756
188899,149091.63642840568
188900,11078.685291444233
188901,12387.968101544078
188902,88502.9977957227
188903,70891.09741162338
188904,25844.373690714518
188905,24981.7453610583
188906,72298.54301128906
188907,75278.9984323826
188908,29578.906676886858
188909,33435.767631335904
188910,25628.74261591446
188911,45817.851482032376
188912,31515.096332215064
188913,74819.15209543961
188914,52565.80021632556
188915,59096.544523890654
188916,10425.793664149121
188917,59352.347730217385
188918,13963.059880475683
188919,39426.817972273544
188920,17294.076680558304
188921,59477.3828735059
188922,39860.89514986316
188923,63293.90319734941
188924,53182.89527523923
188925,62317.60544272953
188926,50275.04630588682
188927,9042.426882352705
188928,56916.81937127034
188929,23038.11243700587
188930,11766.132721536322
188931,41859.10814765878
188932,28107.712981373355
188933,79692.8227041268
188934,55303.47570235808
188935,34850.108494182394
188936,34839.386344004124
188937,32230.244929918397
188938,21395.34788990599
188939,61748.180080874925
188940,12969.331909728342
188941,69261.48579177706
188942,83210.32194682735
188943,48847.2384112397
188944,37958.82642630763
188945,17646.411606058504
188946,34922.410995217055
188947,43437.564275395285
188948,71370.19945198616
188949,182394.36792119016
188950,24192.07130604928
188951,32273.240599599616
188952,9740.174538512696
188953,13478.74698940785
188954,19767.302591069292
188955,82415.17696260905
188956,24128.918714273586
188957,35625.45876545647
188958,26896.014960423625
188959,11938.950125049372
188960,52012.04625630412
188961,67287.22707375625
188962,15370.35307627598
188963,70629.68560190695
188964,41940.71225753909
188965,8723.076031343297
188966,52861.3385413403
188967,47558.10120511443
188968,23628.411721957316
188969,31198.04186784538
188970,37453.19439248715
188971,32190.662919467875
188972,75177.03381191715
188973,103350.28014947823
188974,35187.678796833614
188975,26339.360031650973
188976,15339.227900278953
188977,27820.501398174594
188978,13033.106788802232
188979,50156.507480075335
188980,15745.660950305313
188981,13242.095366343327
188982,30120.7746412911
188983,95197.53957044535
188984,22990.094505498557
188985,14095.409098045717
188986,20533.569382200076
188987,44920.72137921881
188988,20634.08417003015
188989,43852.65109958409
188990,45472.95455210314
188991,54833.044002070776
188992,28183.607058690413
188993,29806.799575714627
188994,34625.49697460856
188995,30446.535591645865
188996,21975.254546046588
188997,78354.44858419735
188998,60204.47122768678
188999,11490.136220387432
189000,11491.144096740853
189001,25311.59185351258
189002,39400.67276837935
189003,34385.87590651954
189004,51779.03169501664
189005,50624.68227639635
189006,58808.95192618088
189007,37162.2012942401
189008,33295.88331950546
189009,12815.161281886421
189010,38741.949002286536
189011,36489.771635423305
189012,58195.093021767294
189013,43326.453703755025
189014,33240.910433423844
189015,23185.81967579868
189016,61308.60836226819
189017,10145.978558462202
189018,22318.864469534972
189019,11851.791541716933
189020,19125.596393808773
189021,42854.96686397145
189022,47922.82151068379
189023,60099.82693987151
189024,24454.58494004457
189025,71770.55924153728
189026,16601.242928959124
189027,12342.543431739943
189028,71976.13586671658
189029,21197.66916180931
189030,21128.02228924192
189031,34237.713653850114
189032,48060.20735956614
189033,10998.995983799445
189034,98942.6815661954
189035,77124.10130362997
189036,95378.91255601897
189037,28198.90078679975
189038,57504.239785059806
189039,57667.352413709916
189040,12168.471448999717
189041,16044.674482587498
189042,25369.140817612082
189043,55538.69945587715
189044,37676.293742026675
189045,42796.96244529065
189046,15867.479088042146
189047,15105.499675493606
189048,12005.361223951442
189049,71626.06978039218
189050,38534.48890375234
189051,18192.771563666316
189052,43663.695590231124
189053,34914.3890585733
189054,74162.58950916337
189055,36294.9787589709
189056,15416.282328036406
189057,18326.689113396387
189058,12284.370742027084
189059,109197.3029772548
189060,16718.213067726043
189061,23773.66516347865
189062,25675.658259191972
189063,25822.937920576
189064,12023.07417134915
189065,31787.30059177301
189066,18117.982969413693
189067,63181.713307204875
189068,19556.66121631403
189069,28479.501550953817
189070,60859.26844930367
189071,33248.93679579037
189072,119279.02316489711
189073,48248.72716729675
189074,25383.195903861568
189075,37120.78138193973
189076,25315.066836059024
189077,50117.00067215336
189078,63442.030372443565
189079,37617.60087169862
189080,86588.13874252887
189081,31969.58257459751
189082,17517.89670494537
189083,20562.04944709611
189084,27396.30698573534
189085,85045.11335485101
189086,11360.2662275505
189087,77524.64674484657
189088,53347.63444078326
189089,65536.90597480386
189090,13001.687359852676
189091,48795.085739914095
189092,12875.659424984628
189093,66016.79460082059
189094,52628.55825166596
189095,22236.71372038977
189096,17600.66693349132
189097,63845.56670127421
189098,19961.965830362646
189099,15988.736621047448
189100,12644.873778732715
189101,45265.520559755634
189102,130344.69799912474
189103,50839.714701854035
189104,8664.708848728247
189105,45316.111553710114
189106,45974.405273553726
189107,26223.208719271082
189108,35273.115255798664
189109,52937.05250617701
189110,8944.4081704381
189111,11525.994298495058
189112,27229.650128995952
189113,105726.14612928624
189114,15093.183831804
189115,22569.940634694092
189116,17964.26799858189
189117,18747.652042937876
189118,32061.093049439856
189119,24048.047044309977
189120,76366.34719544843
189121,51692.637741725324
189122,10582.564743428968
189123,16409.45729341884
189124,38403.47129543392
189125,104498.69222451228
189126,13164.970276889635
189127,36578.13713097454
189128,19381.413057364556
189129,15320.821361329767
189130,121230.11415511898
189131,53894.66693278901
189132,20064.5064553687
189133,68806.11494739901
189134,23314.36251747868
189135,55771.33055114411
189136,94404.82408321183
189137,20361.172043244365
189138,10649.495470632415
189139,8855.55928722205
189140,9649.784859365045
189141,13604.06897979321
189142,12844.331286693287
189143,10125.755578205362
189144,15091.33852605755
189145,109507.2997857566
189146,36641.62424262961
189147,25772.751209835667
189148,33622.440265086785
189149,36503.28633808415
189150,43678.26990257953
189151,29209.098396997095
189152,44365.28687398635
189153,40589.48884384518
189154,15031.03202985707
189155,10926.738304213493
189156,80215.80547895965
189157,11161.654041946467
189158,11822.285863192783
189159,32199.480508381916
189160,38996.555210659164
189161,12760.849991401752
189162,11792.907033136862
189163,31904.46215668039
189164,14703.508048496016
189165,22206.157617368142
189166,112034.73626459665
189167,18701.656141445004
189168,19349.24754202239
189169,39960.216369551825
189170,69548.840450166
189171,9394.65935844913
189172,54301.37276529139
189173,14603.01730126139
189174,38267.42955169781
189175,9082.053057051027
189176,41508.105306202786
189177,60487.17066621022
189178,76186.43577138326
189179,11584.602986829446
189180,72489.56999308386
189181,16420.458136709436
189182,15722.12010484119
189183,45018.13344401244
189184,89025.16534435199
189185,22379.26550821471
189186,93848.36864655823
189187,96782.61221806513
189188,51451.06629176952
189189,12192.392898576232
189190,43957.97424297882
189191,16205.601317303133
189192,62793.426738571354
189193,40900.67530050827
189194,58386.06195914132
189195,13601.908838223759
189196,10956.049236911991
189197,17116.375953471448
189198,25968.206861959523
189199,13050.198857881402
189200,24961.223285290507
189201,28805.802498941357
189202,16678.471077694023
189203,29050.780412380806
189204,18207.234849486464
189205,32716.401661188742
189206,38307.75350660912
189207,74791.95064890143
189208,22593.08462758959
189209,34794.26888354457
189210,67685.34606794981
189211,10776.195734644301
189212,12629.928494294898
189213,51484.106001513326
189214,108846.94856942026
189215,33178.47356949864
189216,64458.531857132955
189217,57253.79562760969
189218,77346.5744031627
189219,19119.92206451945
189220,44960.245742119114
189221,31874.640414166544
189222,47465.21761224801
189223,51222.24085169391
189224,20668.849563731357
189225,25865.200203267406
189226,64120.603340331465
189227,52417.709795037794
189228,14395.798429398414
189229,67333.9551361661
189230,22602.612017490537
189231,68465.11470983058
189232,61864.63012276421
189233,29846.42746482745
189234,55096.82651009543
189235,63900.59094363591
189236,72536.56372857091
189237,50061.69312925181
189238,42663.87549062869
189239,13666.841682953935
189240,34886.024949605264
189241,11933.99466980886
189242,17610.67246738975
189243,55485.882392363055
189244,25899.659137099377
189245,34667.020755014404
189246,12811.519283291442
189247,65716.68751960239
189248,63182.358151651024
189249,27421.0878876099
189250,15202.289596124934
189251,45452.67760734424
189252,16929.5579174238
189253,90317.56886320902
189254,23116.40290915776
189255,29052.162326627622
189256,33043.914868674336
189257,40155.80353832139
189258,12417.636120268711
189259,31038.373597499733
189260,23793.90532779512
189261,72609.70971209195
189262,26434.40567868622
189263,57995.39819378718
189264,61447.92238347108
189265,64542.14779764532
189266,52707.45079205294
189267,65469.17364370493
189268,79259.99086321899
189269,21357.337501006492
189270,45948.90396724276
189271,71328.01882232871
189272,47266.58738490549
189273,69322.02937752116
189274,120610.53148887756
189275,70354.98718152034
189276,50384.6329152838
189277,40180.59738142186
189278,41813.606162987926
189279,144373.18802824133
189280,55228.648989151276
189281,22870.944861195865
189282,65761.88184498782
189283,93589.80119122002
189284,42468.47158409489
189285,28090.293356093374
189286,43754.245732939904
189287,53142.597973379816
189288,63342.39493098529
189289,16287.509163876506
189290,37199.10804437043
189291,55651.85807004711
189292,12538.907968384368
189293,37200.68114176046
189294,35523.47951520972
189295,14046.910313215627
189296,14353.57228718276
189297,40058.904694518074
189298,63845.741160439364
189299,41062.542291312435
189300,176803.2881264492
189301,12259.578915222388
189302,59328.64941354247
189303,17023.95047581686
189304,66588.34985541043
189305,43688.36349352815
189306,41633.76781992043
189307,87713.3126124619
189308,52688.88028285354
189309,45156.92928914436
189310,44015.545332054935
189311,49337.97080582038
189312,36770.25329413598
189313,81880.74617857172
189314,43566.914428533855
189315,48846.226717277175
189316,87613.87390382418
189317,45099.74339588852
189318,13748.800714762834
189319,28838.794978124213
189320,44276.15007162958
189321,70229.5264979103
189322,14453.322401665773
189323,15057.97050352419
189324,56985.90032764103
189325,27710.989069516632
189326,12430.751208087773
189327,12959.322620512225
189328,71621.76840897756
189329,24360.55469603325
189330,61814.25776935425
189331,64346.78251249484
189332,65730.04945669598
189333,17541.62247606351
189334,12662.066014579408
189335,25811.892635659453
189336,8601.278062446967
189337,12526.582570899085
189338,39903.01934371862
189339,56116.436018882625
189340,19736.38064431205
189341,123139.91962779027
189342,31197.781427014073
189343,70776.68714381129
189344,35363.20523616146
189345,18879.14177166382
189346,15279.072858765949
189347,65619.54184410388
189348,90206.19744996072
189349,44572.50215350096
189350,27362.583653722715
189351,67792.577285432
189352,71351.21099683884
189353,8952.37421628355
189354,76115.53615413785
189355,27289.866619562243
189356,25249.01780720806
189357,24595.492149897946
189358,100728.16239219715
189359,29144.54342517218
189360,109517.78601486287
189361,10066.309864468685
189362,20851.032297192454
189363,65884.25041969104
189364,21615.721811084815
189365,93949.99973562178
189366,13188.506833880505
189367,27248.334772848862
189368,60693.88392433523
189369,44285.46404927857
189370,17637.2467881702
189371,47638.84069809872
189372,20119.74552552947
189373,142001.28283138698
189374,25637.491908294018
189375,43795.83969326107
189376,10583.774094997167
189377,14483.457088669242
189378,33705.48806978692
189379,56689.18054212991
189380,20787.016161856453
189381,32515.6362334699
189382,60448.073328113496
189383,43582.287736461796
189384,20609.220967162382
189385,67670.35771815032
189386,29062.087905736902
189387,9739.300627019073
189388,39773.98971658795
189389,95099.4820933489
189390,66574.1510454433
189391,30075.126085283933
189392,13829.994752346654
189393,12873.257404744621
189394,9182.820798557874
189395,12658.347612507434
189396,21060.202194312445
189397,83797.4109638615
189398,18061.063300380498
189399,23186.58994737819
189400,38083.863811882016
189401,38447.20417367345
189402,70825.51545323516
189403,37163.27006670802
189404,43601.57867062979
189405,119709.26063036625
189406,30864.806203902925
189407,44381.472645968584
189408,121199.23321889395
189409,29339.2942049095
189410,85700.21042012467
189411,53744.54292425119
189412,42253.5803113247
189413,90020.98167943333
189414,143241.06399335703
189415,34554.25112658694
189416,25402.244901247956
189417,15055.740297883609
189418,48438.648975813965
189419,20955.27562162914
189420,34543.926619247104
189421,78802.27988418905
189422,84259.2082308463
189423,50915.284126514634
189424,97413.69637689483
189425,39178.101998018916
189426,10651.779868070922
189427,51222.63528617664
189428,17003.371064953615
189429,15686.964968393897
189430,20606.706727416633
189431,39071.326610137694
189432,23010.477512416146
189433,86806.86910296886
189434,41261.604912551775
189435,14612.312675948115
189436,19661.684615213482
189437,19262.639842008775
189438,19608.88333599359
189439,18465.686113614378
189440,36875.59928411567
189441,75583.41340779958
189442,73158.81571097895
189443,98650.93029423419
189444,17137.74241544226
189445,67589.14897251723
189446,127091.09424678577
189447,15751.594269987438
189448,128228.50146851712
189449,8680.394881222413
189450,35703.95681860022
189451,31895.065711950534
189452,17641.151615623145
189453,30908.316530103813
189454,61975.94567829599
189455,25578.827813759162
189456,88529.93373263637
189457,11278.086332188954
189458,98895.27358856425
189459,25625.748801286485
189460,25173.834665555107
189461,58946.13936334515
189462,57130.46532617371
189463,26726.763278864506
189464,27396.284696171373
189465,73508.21562188872
189466,13494.404390214866
189467,37935.502988374785
189468,18792.18163293127
189469,13028.803780067237
189470,85449.05197032598
189471,73609.84591286126
189472,36530.23961729945
189473,10237.048664826547
189474,48185.002520539725
189475,26391.959136523812
189476,51214.320705091945
189477,47789.895096412816
189478,63357.73850248966
189479,54528.417614991406
189480,16168.600654817006
189481,62355.755766002854
189482,18081.87953907156
189483,88959.85362934317
189484,26592.728949102504
189485,12688.276114605713
189486,50451.173480484795
189487,13609.274837929028
189488,20765.545994197953
189489,149067.45546693
189490,45931.33036160596
189491,58513.708935849325
189492,36353.08385414221
189493,21389.352687425933
189494,83607.68482650608
189495,11529.325866246878
189496,42034.73619415619
189497,58501.91069023311
189498,20841.309497995848
189499,82370.93261791056
189500,18174.21178312065
189501,10351.187391972457
189502,17855.31193103019
189503,37404.93118186468
189504,20968.039440900862
189505,55496.40453692553
189506,88435.02556070081
189507,46936.106883728935
189508,45210.13356663774
189509,57353.982352754334
189510,22031.47937763019
189511,17891.221244003387
189512,44859.90050296328
189513,64038.272075373316
189514,10700.336697058478
189515,45355.460069587185
189516,12275.58263127473
189517,10842.972556494886
189518,32040.332172213315
189519,16254.18382642637
189520,44474.33250016322
189521,45646.77705933979
189522,40507.87131238919
189523,57894.07544516046
189524,22672.107580339652
189525,88084.99281223069
189526,16395.898243504045
189527,45386.19941640434
189528,43916.16338558715
189529,69705.75892355455
189530,41967.30972096234
189531,11387.930636633078
189532,13368.541465674809
189533,73214.3028250337
189534,96561.58122238002
189535,75646.68322806069
189536,61488.8662603086
189537,56080.69335123732
189538,37338.74489752222
189539,33881.684470389104
189540,22903.630472508845
189541,19543.739527132973
189542,44814.50010841681
189543,40210.419656818434
189544,55469.91280420111
189545,8309.808368889333
189546,43924.6849898791
189547,72329.44506452372
189548,56997.4577321684
189549,35079.03116053637
189550,39960.447683419276
189551,18949.473833556738
189552,63703.79927655009
189553,88062.83391495075
189554,38243.47733087449
189555,94376.3374363973
189556,22141.126630120587
189557,33816.75428049814
189558,125673.7732735911
189559,165558.9000231713
189560,93724.24361888843
189561,35713.42234946685
189562,51067.4174427236
189563,29762.67388680714
189564,14813.872028487536
189565,51656.88684631176
189566,59802.8676553823
189567,83341.64947234532
189568,10252.017688265132
189569,43591.56581009428
189570,14587.532624073137
189571,24040.541821529572
189572,15271.197885478172
189573,64820.66868089691
189574,21968.594760827655
189575,73603.15901461669
189576,74514.70344877164
189577,56215.9929909462
189578,58901.07357870047
189579,89865.28925590533
189580,39386.94934708941
189581,22892.771600857697
189582,194433.2307460258
189583,50450.1656258641
189584,55324.0854718405
189585,97287.4471148716
189586,59812.35456737005
189587,9566.385144257381
189588,73817.9966704154
189589,32697.608917890542
189590,76073.0266889916
189591,45162.45543212599
189592,43380.19782794201
189593,74551.28950709043
189594,40578.208930372886
189595,23846.027143739273
189596,61153.18690846206
189597,24890.12011756801
189598,10085.252536261993
189599,73285.05519487654
189600,44524.27682370941
189601,92720.17015411262
189602,48438.29829057476
189603,92274.11147552446
189604,24255.220757318293
189605,66527.35590934272
189606,67514.56569341753
189607,58884.89660820425
189608,27768.873043849897
189609,99003.25210951727
189610,73414.64246538162
189611,74014.19042717568
189612,53055.70087351609
189613,24794.32948263616
189614,15820.118798902015
189615,51594.24955194905
189616,61590.02779227482
189617,74807.12124782302
189618,9946.799795529274
189619,63926.1805919569
189620,10064.826042493432
189621,25553.481154763216
189622,67962.91616852894
189623,20949.20308548963
189624,30759.60811076682
189625,43951.587614704986
189626,54064.04767547612
189627,22494.913991054706
189628,78793.09550599594
189629,24969.708374914528
189630,12347.046074516411
189631,41423.11250080521
189632,42590.27098255416
189633,60226.6961218285
189634,37458.9833309746
189635,47769.81715801378
189636,13931.14017200162
189637,21414.63586705721
189638,12792.137241186063
189639,56888.911029534414
189640,108379.48158651669
189641,19414.140941199374
189642,56125.080814620516
189643,18835.49037488878
189644,8273.458746570297
189645,66550.72419460777
189646,36204.75369270055
189647,64754.54570066075
189648,21762.50962441888
189649,32662.55423440859
189650,57201.26129366872
189651,88939.50946940793
189652,15227.169513444596
189653,65675.3810901172
189654,42146.894632629126
189655,91044.09637684634
189656,35590.03340358213
189657,16707.98675960587
189658,31470.92555584819
189659,45654.61573946637
189660,14425.381973526619
189661,57264.62350223309
189662,16307.88436553326
189663,72909.24934169296
189664,67284.78093251004
189665,38308.06869252941
189666,23116.234969974197
189667,29293.978393629495
189668,45703.04853874915
189669,25304.98065828337
189670,36873.445358176235
189671,19294.95519188462
189672,79053.53254598693
189673,51615.20175619938
189674,17517.080970184878
189675,23070.875604647325
189676,14537.885272051848
189677,81736.40150628184
189678,26948.341543722578
189679,37870.15165332112
189680,97428.45906983217
189681,32537.549312020965
189682,26410.881034063503
189683,28276.62600190537
189684,21400.22343958055
189685,86570.72434484944
189686,8861.611788780654
189687,9337.924468600784
189688,10093.229268047178
189689,27090.88308409871
189690,42127.085088882995
189691,32420.89948125819
189692,10691.269145511451
189693,53044.46166401256
189694,19397.466114417653
189695,78670.20114691598
189696,70708.4791409677
189697,16640.365394094282
189698,13537.514389952532
189699,12017.189723202451
189700,14444.47457319666
189701,22358.15437295822
189702,85784.75257358619
189703,9518.464922834375
189704,75217.58474604243
189705,60092.68140795494
189706,28953.509777586052
189707,41940.65400710028
189708,19135.42420700671
189709,12047.124521423215
189710,12115.44369354923
189711,23242.56844059805
189712,15133.605112911842
189713,18106.744779728862
189714,26226.12013333632
189715,11294.549021532132
189716,55735.75407625195
189717,46913.54298407932
189718,10226.806108705783
189719,9808.919221559672
189720,54045.203314978186
189721,13980.192776976484
189722,19007.8149500564
189723,28564.536333813623
189724,11552.603899240208
189725,30490.10429458788
189726,70330.60933414793
189727,13843.400361815735
189728,73305.77559844655
189729,18839.635496042683
189730,70773.9371317156
189731,24071.86977662947
189732,72870.6679569873
189733,69957.3847617585
189734,15329.759379445813
189735,47958.016356225744
189736,13002.395729105872
189737,16050.642050810162
189738,82018.97170102912
189739,94741.08000151846
189740,42500.81518354213
189741,98685.06174319124
189742,40791.30164098551
189743,16789.45952388773
189744,62720.3856879995
189745,36967.172820586035
189746,36445.696393859915
189747,32908.82614338245
189748,58252.46470734665
189749,19624.33477868677
189750,11196.80181961963
189751,50820.79373185237
189752,19684.393686246338
189753,44248.761465237825
189754,63068.86592825219
189755,98271.75727148188
189756,10761.130433242759
189757,88098.44839556701
189758,11099.831472707408
189759,115441.10574054284
189760,59245.95486601011
189761,13527.913142948819
189762,75137.35835237734
189763,30441.953415813903
189764,72129.5869102884
189765,28943.83770499578
189766,82564.60561008732
189767,11130.788432337045
189768,12616.689729113792
189769,9728.458454271009
189770,69889.1620661456
189771,11126.010541881076
189772,11409.503156501896
189773,50020.321120676774
189774,47485.17364857714
189775,34164.966911969415
189776,136088.5631025154
189777,12541.852748790185
189778,19336.37329107422
189779,40206.63849608016
189780,9387.79153031825
189781,9276.42342520576
189782,46021.309941952015
189783,97406.73532605563
189784,77233.22470789524
189785,58831.48535355991
189786,68097.96122322686
189787,95729.82439692944
189788,42532.222850055274
189789,15149.329923275083
189790,25787.95164368599
189791,28500.708763439092
189792,10267.888802213487
189793,46028.677815320654
189794,78339.2080985826
189795,81113.40371970914
189796,88672.43555434915
189797,30035.460663970076
189798,29352.46044300548
189799,40888.2984111852
189800,29986.13056400529
189801,64246.67770611348
189802,53695.1246581052
189803,17842.661808184763
189804,12569.910660621554
